inputName,size,a[size]
values_918,21,"{-51, 4, 108, 83, 47, -96, -67, -114, -105, 38, 21, 63, -88, -101, 71, -69, 96, 65, 88, -101, -101"
values_615,13,"{-41, -6, 6, -76, 124, 13, 57, -100, -55, -40, 58, -17, -44"
values_704,17,"{-94, -94, -126, -33, 76, 58, -10, 104, -105, -120, 61, -117, 36, 103, 56, 44, 49"
values_633,22,"{61, -114, -120, -125, 122, 59, -9, -33, -20, 60, 120, -107, 126, 47, -72, -101, -17, -60, -67, -109, -70, 85"
values_847,7,"{-109, -102, -41, -79, 73, -121, 38"
values_602,9,"{123, 11, 93, 111, 45, -101, 79, -52, -46"
values_399,18,"{-108, 125, 122, -79, 58, -86, 52, -25, -84, 0, -103, -46, -16, 57, -121, 102, 6, 120"
values_22,8,"{-40, 13, -28, -57, 12, 117, 88, -1"
values_313,17,"{-84, -107, 35, -116, 83, -102, 125, 94, 100, 28, -11, -76, 67, -109, 119, -88, 31"
values_375,8,"{-9, 64, 44, 46, -90, 32, 96, -97"
values_963,19,"{114, 91, 40, 112, -98, 123, 50, -16, -24, -73, 65, -25, 108, -38, 70, -66, 117, -99, 10"
values_168,21,"{-57, -85, 36, 65, -23, 82, -43, 49, 75, -8, 100, -17, -101, 55, 22, -87, -44, 11, 61, -117, -62"
values_226,6,"{11, -90, -89, 118, -117, 23"
values_190,20,"{-61, 38, -76, 117, -39, -107, 67, 115, 51, 57, 125, 43, -83, -91, -46, -15, 34, 81, 78, 116"
values_429,9,"{-4, -53, 59, -69, -44, 48, 89, 29, 23"
values_236,28,"{-120, -37, -2, -19, -38, -81, 126, -76, 104, 50, -55, 18, 69, 110, 0, -123, -119, -50, 54, 66, -5, 10, 82, -7, -10, 3, -86, 117"
values_777,16,"{32, -31, 57, -83, 73, -80, 42, 5, 75, -38, 121, -30, 111, -39, 42, 51"
values_909,2,"{-11, -9"
values_438,16,"{0, -5, -101, 58, -100, 22, -120, -104, -96, 30, -101, -20, -93, -48, 41, -50"
values_607,24,"{26, -39, 87, -49, -48, 123, -113, -96, -20, -94, -33, -16, -117, 27, 114, 12, -52, 71, 28, 77, -47, 29, -11, 35"
values_717,18,"{-11, -15, -47, -41, 11, -25, -29, 0, 37, 48, 95, 0, -59, 64, 15, 41, -12, -3"
values_782,10,"{-122, 118, -38, 67, -70, 35, -21, 104, -66, 42"
values_258,11,"{-18, -12, 71, 114, 61, -86, 26, -64, 50, -71, -60"
values_872,6,"{103, 35, -13, -98, 107, 14"
values_637,14,"{-24, 32, -69, -79, 76, -21, -87, -85, 52, 54, -18, 28, -98, 70"
values_746,4,"{11, -108, -44, -56"
values_4,12,"{-97, 69, 102, 101, -2, -119, 54, -118, -122, 67, 32, -117"
values_345,4,"{124, -108, 34, 100"
values_102,6,"{36, 113, -74, -116, 31, -125"
values_962,21,"{-78, -99, -111, 1, 95, 34, -105, 44, 46, 57, -105, -42, -91, 94, -68, -103, -92, -89, -89, 96, 85"
values_356,21,"{92, -78, -104, -11, 18, 85, 11, -83, 25, -73, 87, 53, 96, 29, 80, 5, -60, 15, 10, -17, -107"
values_853,23,"{103, 85, -68, 68, -69, 5, 126, 101, -98, 26, 77, -14, 104, -90, -69, 28, -14, -67, 111, 16, -77, -16, 67"
values_849,14,"{-19, -40, 2, -80, 31, -85, 18, -96, 43, 111, 2, 12, 22, -95"
values_814,18,"{22, -26, 2, 27, 54, 107, -100, -28, -72, -52, -69, -110, -4, 5, -60, 112, -25, -17"
values_370,8,"{-118, -107, 77, 79, -78, 8, 80, -120"
values_778,9,"{-73, 24, -70, -46, 44, 87, -20, 42, -101"
values_458,16,"{0, 91, 23, -87, 3, 24, 68, 4, -96, -33, -87, -86, -112, -19, -123, 1"
values_818,3,"{1, 115, -57"
values_119,17,"{-64, -67, 105, 45, -125, -115, 30, 51, 94, -118, 23, 5, 107, 30, -111, 124, -61"
values_373,14,"{34, 28, -68, 104, -40, -115, 121, 126, -9, 94, 57, 45, 66, -63"
values_351,5,"{53, -38, 111, 35, -87"
values_32,17,"{45, -117, 72, 19, -69, -19, -68, 6, 25, 68, -34, 67, -30, 103, -23, -82, -4"
values_770,7,"{5, -116, -66, 117, 101, 16, 18"
values_371,5,"{22, 53, 0, 32, 62"
values_283,28,"{50, -19, 23, 98, -97, 106, -2, -110, -53, -56, -44, -83, -21, 26, -83, 2, -21, -9, -32, -73, 109, -54, -72, -1, -47, 59, 7, 32"
values_535,21,"{-23, 106, 28, 27, -120, -23, 9, 39, -97, -58, 59, -49, 97, -59, -110, -67, -33, -93, -13, 71, 8"
values_250,24,"{23, -1, 59, -112, 14, -93, 33, -82, 119, 116, 26, 7, 12, 32, 50, -70, 50, -69, -76, -113, 38, -6, -117, -27"
values_132,15,"{-12, -98, -119, 92, -36, 101, -5, 18, 62, 111, 97, -65, 46, 37, -102"
values_649,5,"{103, -36, -99, 76, 118"
values_77,12,"{-113, 106, -30, -28, -21, 61, -122, 59, 105, 63, -59, -97"
values_260,5,"{112, 54, 85, -122, -3"
values_891,16,"{-87, 99, 21, 47, -47, -88, 67, 60, 111, -54, -20, -57, -80, 71, 121, -18"
values_91,9,"{108, -115, -65, 112, -73, 116, -65, 51, 9"
values_137,18,"{-2, -113, -7, 20, 122, -18, -96, -86, -63, -50, 123, -65, 58, 108, -79, 13, 116, -75"
values_42,4,"{-16, 12, -100, 116"
values_13,4,"{50, 64, 97, -79"
values_577,5,"{93, 105, -88, -45, -21"
values_41,20,"{-80, -66, 89, 83, 73, -88, 24, -24, -123, 113, 22, 17, -105, -124, 122, 37, -43, 6, 110, -62"
values_809,14,"{-66, 124, 113, -81, 28, -70, -73, -96, 115, 84, -91, -125, 24, 79"
values_414,3,"{111, 56, -16"
values_360,5,"{-64, 97, 81, 10, 0"
values_386,5,"{-72, 108, 45, -53, 41"
values_158,26,"{0, -90, 121, 96, 55, 42, 3, 93, 57, -82, -57, 33, -103, 66, -106, 14, -31, -21, -43, 7, -78, 80, 37, 49, -41, -81"
values_904,19,"{-14, -11, 117, 106, -91, -34, 54, -58, 35, -97, -44, 34, 108, 68, -95, 65, -125, 59, 27"
values_480,13,"{-71, 62, 8, 65, 94, -86, -30, -126, -16, -42, 9, 105, -91"
values_647,27,"{64, 88, 124, 64, 58, -59, 49, 73, 77, -50, -20, 15, -16, 47, 124, 75, 88, 92, -80, -92, -5, -22, -87, -6, -96, -51, 9"
values_104,15,"{30, 20, -117, -10, -5, 119, 62, 63, -67, 51, 73, -61, 52, -5, -88"
values_55,18,"{104, -70, -58, -2, 25, 6, 122, -51, -30, -100, 68, -107, -46, -89, 50, 90, 59, -43"
values_491,23,"{-41, -57, 71, -23, 40, -75, 115, -36, 26, 58, -13, 57, -34, -21, -29, -55, -111, 47, 46, -102, 70, -35, 99"
values_391,20,"{43, 106, 70, -120, 24, -3, 15, 77, 0, 70, 120, -6, -83, -21, -89, 39, 110, 38, 62, 47"
values_972,28,"{-103, -121, -108, 3, -112, 6, 86, 29, 37, -32, -65, -124, 109, -77, -98, 36, 115, 37, 120, 8, -19, -57, 35, -76, 17, -57, 90, 111"
values_571,9,"{-7, -47, -57, 92, -118, 21, -122, -75, -72"
values_940,15,"{-121, -126, -112, 41, 39, 29, 116, -47, 83, 39, -17, 31, 108, 21, -5"
values_861,10,"{77, -29, -78, -121, -55, 108, -50, -4, -42, 120"
values_324,26,"{3, 19, 17, -66, 37, -90, 75, -82, -13, -107, -16, 49, -115, 50, 73, -18, -123, 59, 61, 89, -79, 77, 81, 113, -2, 55"
values_549,12,"{54, -120, -99, -65, -122, 85, -85, 49, 20, -72, 96, 16"
values_170,22,"{-85, -100, -77, 107, -68, 61, -38, -105, 76, 0, -6, 91, -120, 68, 114, -50, -14, -54, 52, -107, 12, 21"
values_269,3,"{-4, -111, 93"
values_442,28,"{87, -66, 1, 70, -23, -4, -23, -64, 85, 105, -93, -11, -95, 60, -126, 43, 80, -60, 73, -39, 86, 84, -44, 61, -34, 123, 110, -124"
values_520,17,"{114, -63, 42, -51, 22, -103, -16, 62, 119, 2, 37, 122, -126, 115, 44, 23, -110"
values_455,20,"{118, 107, -71, -58, 83, 105, 100, 20, 22, 22, -82, -79, -95, 6, 75, 25, -72, -113, -52, 10"
values_31,20,"{-114, 121, -108, -4, -58, -122, -51, 98, 2, -34, 68, -24, -30, -102, 8, -110, 39, -7, -4, 91"
values_971,13,"{-73, 20, -124, 56, -86, -12, 97, 105, 88, -23, -41, 117, -3"
values_397,15,"{59, -35, -8, -59, -114, -62, -6, 37, -78, 2, 120, -5, -46, 88, 54"
values_254,19,"{70, 122, 105, 126, -25, 89, -84, -81, 112, -103, -11, -126, -92, -23, -47, 88, -35, 117, 20"
values_616,28,"{-71, -126, -23, -30, 110, 26, 99, 91, 59, 15, 0, 47, 13, 88, -113, -34, 97, 17, 40, -50, 89, -117, -28, 43, 11, 77, -2, -28"
values_66,4,"{80, 101, -78, -47"
values_943,25,"{113, 103, 97, 116, -65, 41, -91, -82, -39, 111, -102, -60, 3, 35, 94, -81, -56, -36, 2, 33, -53, -112, 116, 100, 16"
values_117,10,"{-88, 47, -56, 49, -5, -81, 85, -119, 113, -12"
values_451,27,"{-43, 105, -63, 103, -63, -78, -61, 113, 10, -112, 56, -32, -16, -90, -82, 123, -44, -126, -84, -101, -109, 33, -60, 106, -96, 84, 93"
values_643,2,"{74, 107"
values_688,3,"{-119, -116, 83"
values_569,17,"{74, -60, -12, 126, -77, 92, -4, -13, 29, 90, -13, 92, 95, -121, 86, -12, -99"
values_745,17,"{105, 115, -55, 2, -60, -67, 90, -53, 26, -112, -77, -87, 20, -10, -67, -28, 91"
values_65,18,"{-109, -49, 81, 125, -118, 4, 81, -81, 70, -11, 104, 26, -105, -55, 70, -102, 52, 94"
values_980,21,"{-70, -112, 71, 62, -98, -18, 26, -6, -68, -126, 92, -54, 48, -106, 51, -112, 93, 83, -121, 17, -53"
values_982,18,"{71, -52, 22, -83, 52, -109, -107, -14, 109, 45, -14, -58, -91, -95, 13, 36, -49, 54"
values_62,21,"{51, -35, -81, 126, 83, -95, -32, -9, -105, -19, 60, -78, 2, -126, 81, 43, -4, -28, -124, -59, -22"
values_789,2,"{79, 91"
values_401,6,"{6, 106, 3, -105, -40, 94"
values_21,21,"{-15, 108, -90, -12, -31, 39, 70, 71, -59, 16, -34, 100, -22, -104, -91, -47, -112, -105, -29, -101, -124"
values_598,18,"{79, 61, -68, -76, 56, -96, 31, -27, 121, 123, 91, -1, 81, 114, 37, 31, 126, 108"
values_273,21,"{79, 16, 108, 54, -109, -29, 27, -69, -51, -95, -26, 97, -74, 58, -1, 79, -67, -32, 90, 2, -86"
values_534,24,"{13, -71, -23, 6, 19, -72, 59, -92, -86, 3, 89, 32, -43, 47, 125, -54, -36, -84, -91, -69, 90, -42, -112, 56"
values_118,26,"{-37, -121, -7, -28, -55, -88, 15, 126, 123, -72, 97, -42, -107, 119, 102, 51, 106, -111, -27, -101, 94, 95, 68, 69, -38, 108"
values_141,11,"{-112, -116, 95, 116, -123, -87, -90, 35, -124, 100, -21"
values_366,6,"{-95, -125, 71, 71, 18, -48"
values_222,13,"{47, 72, 111, -118, -23, -1, 1, 96, 50, 21, 7, -108, 69"
values_876,14,"{-15, -118, 49, -38, 122, 3, 66, 54, -64, 67, -30, -84, -46, 44"
values_700,18,"{2, -32, -55, -71, -37, -111, 114, -118, -32, -122, -36, -48, 112, -53, -1, -85, 43, -84"
values_95,2,"{-42, 40"
values_806,28,"{62, 19, -2, 19, -72, 108, -5, -48, 104, 56, -1, 55, 91, 60, 83, -11, -65, -55, -125, 94, 94, 45, 38, -106, -36, 114, -24, -63"
values_671,22,"{88, -64, 2, 99, -81, -50, -106, -8, -89, -61, -29, -49, -105, 83, -33, -110, 52, -35, 112, -43, 125, 95"
values_816,9,"{57, 88, 94, 53, 52, -43, 64, -54, -89"
values_630,19,"{4, 101, 103, 41, -47, -3, -112, -104, -40, -17, -2, 25, -58, 84, 57, 12, 62, -19, 69"
values_433,17,"{-115, 41, 92, -29, 17, 76, 10, -22, 102, 16, -102, -110, 44, -117, -92, 49, -24"
values_905,14,"{41, 110, -7, -22, 23, -15, -47, -26, 92, -16, 78, 15, -4, 80"
values_84,26,"{-67, 86, -93, 72, -36, 61, -103, 107, 24, 35, 46, 47, 79, 52, -16, 44, 1, -43, 105, -125, 53, -62, 53, -34, -6, -117"
values_233,5,"{-91, -20, 18, -104, -90"
values_664,24,"{-69, 116, -105, 105, -82, -22, 125, 68, -63, -8, 93, -82, 57, -23, -108, -114, 95, -47, 121, -29, 115, 31, -45, 91"
values_162,26,"{112, -70, 58, -17, -4, -77, -124, 95, -51, 97, 27, -53, 94, -59, -114, 99, 67, -27, -8, -118, 77, -32, 46, 107, 26, -51"
values_681,10,"{-113, -109, 48, 75, -3, -93, 44, -75, 26, 100"
values_542,28,"{29, -86, 89, 71, -38, -85, 7, 76, 51, 26, -10, -81, 62, -66, 6, -15, 45, 73, 109, 124, 25, 74, -4, -92, -1, -57, 61, 45"
values_169,8,"{43, 67, -33, 39, 95, 95, 9, 95"
values_660,6,"{35, -80, 46, 62, 45, -91"
values_488,19,"{-75, -103, 65, 82, 121, 14, 50, -5, 19, -30, 47, 0, 26, 53, -78, -28, -24, -65, -71"
values_894,24,"{5, -71, 45, 49, -12, 32, 79, -124, 76, 8, -56, 57, -2, -83, 49, 64, -102, -81, 17, 26, 62, -83, -85, -3"
values_828,22,"{-12, 91, -113, 65, 65, 115, 50, -94, 60, 82, 23, 20, 84, 52, 15, -91, 82, 24, 61, 20, -117, 40"
values_537,18,"{47, 59, -104, 8, 21, 1, -88, 8, -49, -60, 62, 81, -84, -55, -115, 21, 107, -61"
values_845,23,"{-51, -96, 5, 16, 86, -92, 126, -31, 103, 42, 75, 30, 45, -32, -102, -36, -28, 39, -12, -59, 96, -92, -92"
values_584,10,"{124, 120, -10, -104, 110, -85, 109, -49, -91, 87"
values_457,13,"{-81, 110, 22, 47, 124, -87, -36, -117, 109, -66, 26, 101, 95"
values_499,2,"{123, -100"
values_369,20,"{8, -27, 121, 124, 60, -79, 100, 85, -101, 89, 61, 87, -114, 30, 99, 78, 40, 17, 50, -53"
values_58,6,"{61, 20, 102, 118, 109, 55"
values_64,13,"{-27, -67, 22, 72, -88, -87, 114, -32, -5, 29, -35, -38, 62"
values_196,15,"{87, -67, -93, 0, -12, 65, 21, 91, -80, -72, -95, -86, -49, 66, -95"
values_462,24,"{-34, -43, 98, -104, 118, -50, -54, 38, -56, -94, -76, -29, -4, 96, 116, -47, -39, -20, -90, -89, -29, -110, -98, -51"
values_343,27,"{79, -3, -24, -110, -37, -20, -37, 42, -85, -73, -72, 52, 67, 84, -42, -46, -6, 89, 121, -35, 40, 64, 83, 26, 71, -123, -91"
values_262,14,"{-62, 35, 110, 89, -105, 121, -72, -52, -30, 1, 102, 34, -38, 54"
values_966,8,"{25, 113, 37, -115, 53, -108, 122, 27"
values_261,26,"{-13, 16, -54, 102, -69, 78, 90, 37, -111, 91, -110, 21, -7, -8, 56, 35, 66, -89, -52, -2, -2, 105, -30, -66, 104, -80"
values_349,7,"{30, -100, 80, 30, -11, 18, -115"
values_263,16,"{-40, -57, -52, 115, 48, 30, -67, -19, -114, -29, 2, -75, -55, -105, -76, 82"
values_801,9,"{64, -39, 61, 5, -3, -29, 35, -21, 52"
values_292,15,"{66, -62, -44, -58, 120, -52, 93, 13, 39, -54, 122, -88, 121, -92, -47"
values_786,27,"{-6, 91, 74, -3, 35, -117, -45, 120, 93, -3, -28, 37, 5, 33, -34, 43, 39, 91, 116, -90, -73, 41, -43, -27, -47, -53, -44"
values_101,17,"{67, 62, -121, 123, -103, -81, 26, 43, 78, 96, 93, -34, 99, -9, 1, 120, -70"
values_691,3,"{118, 56, -59"
values_926,11,"{96, 91, 83, 60, 97, 21, 106, 5, 116, -58, -98"
values_754,15,"{-62, 99, 91, -34, -50, -39, -119, -86, 86, 69, 60, -74, 75, 84, -44"
values_215,21,"{-43, -51, 28, -74, -73, 89, -119, -75, 125, 111, 114, 110, -19, 52, -59, 99, 100, 63, -50, 82, -122"
values_977,6,"{7, -122, 53, 73, 97, 88"
values_850,25,"{55, 34, 64, 30, 101, -20, -74, -116, -53, -123, 3, 99, -79, -13, -75, -102, 79, 22, 47, -68, 55, 109, -91, 81, 12"
values_646,21,"{-90, 126, -95, -88, 4, 13, 95, -103, 82, -79, -7, -95, 4, 53, 74, 27, -85, 94, -93, 63, 25"
values_628,27,"{-99, 60, -104, 126, -52, -45, -98, 118, -112, 68, 67, -27, 104, -114, -45, -38, 34, -48, 76, -65, 62, -113, 13, -95, 53, 61, -23"
values_941,24,"{-62, -73, -39, 121, 77, 93, -77, 60, 96, -60, 106, -3, -90, -118, -99, 10, -32, -111, 97, -44, 123, -22, -34, -124"
values_353,3,"{121, -121, 115"
values_690,11,"{3, 119, -19, -8, -20, -46, -54, -87, -119, 8, 122"
values_961,13,"{-17, -6, -91, 61, -50, 116, -67, -32, -67, 61, 53, 85, -89"
values_331,6,"{62, 26, 122, -99, 99, 17"
values_377,16,"{74, -50, 110, -12, -68, -76, 106, -2, 76, -86, -104, 1, -37, 105, -14, 106"
values_128,22,"{-1, -89, -98, 104, 95, -20, -104, 51, 5, 77, 27, 4, 39, -109, -34, -33, 82, -111, -84, 47, -37, -62"
values_336,24,"{102, -1, -9, -1, 4, -82, -81, 32, -28, 20, 108, 112, -14, -66, 121, 109, 3, -32, -6, -79, -122, 96, 42, 35"
values_632,2,"{-30, -112"
values_166,9,"{100, -21, -5, -96, -22, -126, -61, 96, -15"
values_744,15,"{-80, 103, 73, -44, -79, -27, -126, -76, -117, 80, 116, -43, -7, -34, 89"
values_837,23,"{-30, -39, -51, -91, -45, -95, 119, -14, -5, -58, 43, 95, -121, 124, -124, -91, -40, 54, -92, -65, -8, 49, 32"
values_807,19,"{-109, 84, -119, 48, 82, -52, 76, -24, -5, -81, -54, 91, 8, -71, -29, -118, -31, 11, -5"
values_838,27,"{-27, -115, -80, -86, -61, 85, -69, -118, -34, 67, -2, -43, 18, 6, -44, -65, -96, 88, 99, 121, -43, 82, 33, -114, 77, -75, 113"
values_723,19,"{28, -31, 103, 78, 105, -66, 53, -19, 100, 14, -65, 35, -50, 96, 91, -26, -30, 56, -14"
values_874,28,"{8, 77, 112, -94, 109, -100, 62, -4, -12, -81, -113, 50, 51, -113, 45, -87, -69, -41, 119, 95, -47, 48, 116, -34, -80, 118, 57, 30"
values_627,10,"{-81, -82, 54, 20, -100, 89, 105, 107, -59, -124"
values_555,25,"{-96, -31, 59, -111, -70, -34, 39, -121, -46, -10, -36, -115, -72, -100, -21, 121, 109, -51, -103, 20, -9, 34, -106, -11, 13"
values_446,24,"{107, -12, 40, 4, -6, -97, 75, 93, 123, 44, 89, 61, -8, -117, 37, 51, -1, 90, -60, 16, 4, -103, -123, 116"
values_716,23,"{-57, 70, 0, -71, -9, -66, 24, 116, -105, -100, 89, 97, -22, 64, 64, -101, 107, -36, -124, 23, -92, 125, 98"
values_240,10,"{-61, 63, -2, -109, -12, -53, -57, 23, -10, -44"
values_140,7,"{54, -68, 126, -54, 9, -110, 100"
values_317,28,"{-17, 102, 80, 121, 76, 47, 13, 25, -11, -82, -34, 104, 45, -17, 105, -96, 49, -33, -82, 40, 0, -125, -76, 106, -118, -70, -107, 26"
values_83,24,"{87, 117, 23, 9, 53, 118, 67, 65, 40, -75, 10, -119, 46, -33, 98, -105, -74, -46, 36, 4, 115, -80, 55, 91"
values_696,7,"{63, 108, -99, -101, -76, 44, -14"
values_413,3,"{70, -1, -106"
values_94,11,"{-44, 70, 116, -98, 29, -19, -20, 45, -107, 0, -29"
values_937,22,"{-40, 126, -105, -79, -94, -118, -7, -5, -92, -119, -87, 19, 65, 51, -23, 35, 15, -2, 75, -108, -34, 67"
values_199,28,"{-52, -77, -12, 35, 40, -110, -91, -15, -6, 45, 96, -24, 33, 99, -30, -120, -26, -87, -51, -11, -108, 57, 82, 122, -105, -86, -13, 24"
values_596,22,"{-55, -53, -103, -26, 70, 32, 121, 41, 89, 8, -116, 96, -4, -7, 56, -64, 66, -38, 85, -48, 55, 52"
values_0,10,"{72, -6, 63, -21, -8, 52, 90, 7, -31, 101"
values_953,22,"{65, -87, -6, 96, 5, 56, 2, -66, 73, 102, 12, 42, 107, 82, -98, -84, -27, -34, 112, 14, -73, 106"
values_906,6,"{7, -102, 119, -27, -44, -61"
values_742,3,"{-101, -95, 2"
values_396,9,"{90, 108, -3, -87, -64, -107, -35, 42, -46"
values_159,3,"{-23, -29, 26"
values_238,4,"{40, -76, 125, -37"
values_136,25,"{41, -24, 30, 73, -85, 3, -35, -97, 116, 72, -93, -12, 58, -65, -109, 44, -97, -72, 101, -41, -34, 110, 117, -87, -3"
values_915,19,"{79, 24, -47, 3, -104, -58, -103, -32, 51, 74, 13, 21, 105, -26, -48, -65, 74, 66, 82"
values_99,13,"{-113, 113, 59, 80, 61, 101, -33, -62, 47, 122, 73, -71, 32"
values_771,20,"{-103, -95, 40, -99, -103, 26, -89, 75, -7, -125, -39, 12, 113, 19, -93, -91, -41, -73, -120, -30"
values_96,8,"{-1, -58, -26, 33, 73, -50, -58, -103"
values_768,28,"{18, 46, 115, -39, 26, 101, 95, -89, -10, -107, 20, 80, -126, 38, -105, 50, -109, 56, 88, 28, -119, 123, 92, -79, 74, 42, 107, -53"
values_67,12,"{96, -11, -81, 80, -85, -38, 52, 53, 50, 28, -33, 120"
values_565,28,"{8, 34, -63, -111, -29, 45, -36, -53, 12, -87, -82, -84, 120, -126, -105, 46, -48, 65, -24, -122, 101, 99, 22, 54, 15, 101, 65, -108"
values_848,3,"{69, -109, 82"
values_114,24,"{48, 46, -101, 20, 54, 40, -21, 68, 38, 77, -28, 84, -14, 67, -64, 37, -15, -30, -105, 74, 3, -84, 57, 80"
values_61,3,"{6, -71, -91"
values_511,24,"{95, -11, 115, -77, -83, -31, -122, -24, 79, 66, -33, 42, 97, -124, 19, -116, -85, 20, 12, 90, 25, 122, 101, 65"
values_729,13,"{-98, -34, -61, 14, 6, -12, -123, 108, -112, -72, 120, -99, 115"
values_460,18,"{86, 91, -13, -14, -47, 93, 84, 105, -118, -73, -5, -40, -77, -37, -49, -108, 29, -30"
values_832,20,"{-98, -14, -120, 19, -9, -10, 99, -50, 39, -75, 44, 33, 3, 114, -57, 58, 29, -35, 24, -3"
values_348,4,"{78, -103, 72, 71"
values_182,14,"{-125, 50, -121, 110, 62, 16, 59, 91, -85, -32, -49, 62, -125, -108"
values_986,21,"{18, 9, -114, 6, 87, -80, -14, -101, -123, -53, -100, -61, 46, 115, -36, -41, 83, -52, 6, -44, -97"
values_180,9,"{-54, 39, -62, -80, 12, 6, -36, 36, -106"
values_930,9,"{15, 52, -107, 59, 101, 81, 10, 75, 116"
values_274,7,"{-79, 119, 8, -126, -78, -21, -46"
values_309,14,"{-26, -94, 25, -67, 25, -101, -74, -8, -112, 29, -105, 13, 21, 110"
values_496,18,"{-34, -8, 20, -106, -47, 122, -2, -115, 123, 60, -74, -55, -82, -13, 99, -42, 95, -101"
values_165,24,"{42, 56, -55, 23, 61, 76, 124, 39, 46, 86, 55, 120, -22, 74, 108, -98, 117, 60, -90, -60, 34, -1, 121, -100"
values_553,8,"{89, -8, -116, -2, -107, -26, 82, -26"
values_870,18,"{-65, -78, -107, 113, -53, -75, 62, -5, -80, 106, -116, 97, 108, 66, -116, -92, -56, -122"
values_795,9,"{-98, 99, 125, 53, 49, -95, 62, -117, -103"
values_361,13,"{104, -83, 73, -67, 113, -75, 7, 64, -79, 112, -74, -41, -116"
values_302,15,"{-36, -33, 21, -27, -54, -111, -34, -76, 33, 33, -25, -67, 39, 86, 121"
values_586,7,"{28, -105, 86, -87, 28, 54, -57"
values_880,14,"{68, -123, -10, 47, -71, -8, -10, -68, 78, 37, 96, 8, -13, 47"
values_665,12,"{-43, 42, -49, 100, 116, 41, 41, -101, 74, -4, -20, 30"
values_527,28,"{-58, -114, 76, -123, 124, 75, -25, -110, -28, -65, 20, 52, 76, 40, 14, 32, 71, 17, -71, 111, 52, -114, -94, -91, -32, -48, 98, 18"
values_372,26,"{49, 30, 56, 99, -57, 77, 96, -54, 97, 100, -104, -59, 39, -92, 101, 124, -98, -57, 34, -29, -68, 98, -102, -86, -31, 94"
values_382,20,"{95, 17, -120, -35, 102, 13, -29, 15, -62, -118, -120, 110, -62, 34, -112, 57, -121, -60, -2, -125"
values_43,28,"{-107, 54, -74, -124, -8, -58, 7, 105, 111, -104, -61, -15, -2, 43, -37, -39, 89, 79, -52, 68, 33, -112, -2, 32, -18, -72, -54, -47"
values_935,23,"{-117, 114, 123, -83, 42, -35, 38, -55, 28, 3, 98, 93, -91, -87, -116, -113, 8, 83, 121, 67, 80, 117, -48"
values_2,21,"{-98, 46, 8, -107, -31, 96, 26, 74, -54, 78, -58, -49, -56, 44, 74, 14, -65, -48, -27, 14, 25"
values_790,4,"{-79, -99, 45, 38"
values_152,6,"{-101, 27, -15, -16, 7, -44"
values_871,6,"{17, 41, 15, 0, -62, 116"
values_434,21,"{-89, -70, 104, 30, 111, 44, -62, 29, 92, 124, 59, 70, -118, -47, -36, 90, 48, -33, -76, 13, 23"
values_775,28,"{61, -118, -64, 33, 19, 45, -96, 37, 43, 121, 75, 123, 90, -8, -94, -89, 5, -126, -30, -122, -10, 78, 4, -40, 21, 77, -120, -19"
values_500,2,"{-91, 102"
values_220,26,"{101, -124, 62, -11, -120, -126, -66, 76, 21, 93, 121, 50, 42, 91, -12, 9, -102, -121, 40, -55, -16, -13, 10, 88, -13, -52"
values_875,16,"{-56, 12, -23, -51, -109, -92, 91, 117, -26, -62, 106, 54, 31, -12, 10, 56"
values_249,6,"{13, -28, 12, -45, 90, -93"
values_808,8,"{3, 38, -2, -32, -88, 58, -115, 7"
values_859,19,"{-101, 111, -20, 119, -28, -72, -53, -55, -87, -21, -12, 92, 98, 73, -115, 124, -4, 115, -86"
values_539,10,"{104, 89, 83, -48, -83, -74, -106, 18, -19, -5"
values_635,7,"{122, 78, 15, -73, 22, -22, 14"
values_311,2,"{-12, 25"
values_183,28,"{92, -117, 111, -7, -14, -87, 39, -83, -33, -109, 28, -101, -45, -69, 122, 67, 41, 56, -109, -33, -11, -83, -3, -101, 90, 124, -78, -44"
values_54,7,"{-36, -126, -46, 58, -122, 23, 120"
values_390,8,"{-62, 27, 45, -41, -54, -91, 54, -56"
values_890,7,"{-104, -25, -35, 80, -86, -65, 57"
values_711,7,"{-110, -112, 55, -81, 80, 62, -126"
values_471,7,"{-91, -73, 119, 12, -96, 29, -53"
values_995,10,"{22, -90, -30, 40, 100, 109, 37, 17, 5, 68"
values_443,26,"{41, 97, -67, -52, 59, 12, 86, 65, -74, 126, 30, -49, -30, -82, -63, -66, -116, -31, 114, -61, 85, 101, -26, -59, 125, -69"
values_464,4,"{-37, -66, -125, 107"
values_774,24,"{-30, -100, 18, -8, 114, -76, 76, 38, -67, 90, -32, -3, -53, 105, -45, 37, 34, 99, -95, -50, -23, 53, 34, -23"
values_200,20,"{-58, -61, -19, 19, 90, -3, 52, 57, 35, 93, 48, -119, -108, -66, 92, -38, -111, -28, 93, -12"
values_747,27,"{99, 41, 63, 16, 2, -51, -58, -4, -119, -21, 71, -88, 12, -90, 49, -28, 108, -80, 115, 1, 69, -25, -124, 84, 16, 68, 122"
values_758,24,"{43, -43, -101, -54, 124, 103, 116, 2, -93, 85, -33, 19, 101, 120, 30, -109, 18, -9, 120, -77, 45, 50, 115, -109"
values_30,3,"{5, 101, 103"
values_820,15,"{111, 11, -122, -7, 0, 90, -118, -38, -57, -70, 90, 88, 88, -91, -114"
