inputName,size,a[size]
values_602,15,"{40, 113, -43, 24, 87, -120, 3, -59, -5, 85, -65, 33, -122, -70, -77"
values_399,5,"{75, 34, 81, -35, 43"
values_22,15,"{-101, -80, 20, -14, -122, 83, -92, -59, 1, 90, 53, -108, -68, 56, 105"
values_313,24,"{-61, -72, -2, -58, -88, -19, -69, 12, -83, -73, -96, -39, -63, -60, -58, -45, 75, -51, -126, 3, 78, 50, 106, -79"
values_375,19,"{-63, -11, 48, -124, -77, 23, -125, -61, 53, -11, -20, 91, -108, -84, -63, -123, 96, 84, 74"
values_963,9,"{-58, 41, -97, -31, -19, -124, -59, 26, 4"
values_168,16,"{-84, -65, -76, -23, -112, 74, -108, 55, 32, 110, -89, -125, 112, 111, 66, -114"
values_226,10,"{27, 124, -73, 95, 75, 63, 24, 17, 58, 57"
values_190,8,"{29, -27, 97, 18, -109, -14, 90, 116"
values_429,6,"{55, 29, -65, 60, 56, 14"
values_236,26,"{3, -91, 104, 87, -23, 91, -31, -44, 97, 46, -72, -11, 79, -42, 54, -65, 36, 44, 99, 79, -47, -117, -91, 14, -66, 110"
values_777,15,"{121, -92, 105, 43, -66, -71, -60, 43, 110, -18, 11, 25, -42, -29, 61"
values_909,14,"{-34, 70, -125, -20, 100, -75, 78, -49, 96, 21, 24, -100, 55, 69"
values_438,22,"{123, 59, 94, 104, -74, -76, -1, 22, -39, -41, 68, 41, 48, -11, 40, 104, 67, -101, -48, -77, -20, 123"
values_607,16,"{13, -11, 20, 76, 13, -95, -109, -19, -10, 122, 109, -75, 30, 59, -34, 2"
values_717,2,"{113, 92"
values_782,19,"{-117, -6, -58, 99, 17, -19, -12, 43, -93, -15, 40, 56, 114, 121, -124, 88, -122, 10, 66"
values_258,24,"{39, -96, 96, 73, -57, 13, 50, 96, -38, -38, 66, 85, -86, 79, -27, 71, -28, -9, -18, 63, -39, -50, -91, -113"
values_872,4,"{-99, 117, 42, 38"
values_637,20,"{-11, 56, 98, 122, 96, -73, 86, -100, 57, -115, -21, -40, -48, -24, 76, -8, 62, 15, -98, -25"
values_746,25,"{-99, 88, -115, 53, 80, -103, -56, 64, -126, 71, -40, -60, -47, -90, 112, 106, -60, -48, 45, 65, 51, 40, -65, -59, -59"
values_4,2,"{-65, -31"
values_345,20,"{-30, 79, -62, -66, 2, -18, 107, 8, -98, 125, 32, -48, -48, -97, 2, -24, 94, 110, -6, -105"
values_102,27,"{106, -42, -108, 95, -1, -3, 93, 70, 16, -20, 31, 126, -115, -114, 84, 70, -5, 26, 69, 77, 56, -12, -8, -48, 43, -67, 9"
values_962,4,"{74, 44, -61, -117"
values_356,19,"{18, -37, 70, 65, 55, 101, -81, 20, 14, 60, -43, 73, 111, 63, 78, 75, 54, 87, -91"
values_853,6,"{-113, 11, 111, 21, -14, 33"
values_849,16,"{-2, -1, -108, 121, 1, 101, -63, 50, -47, -99, -104, -18, -76, -111, 26, 3"
values_814,9,"{91, 27, 63, 38, -39, 101, 71, -112, -69"
values_370,4,"{104, -38, 98, -90"
values_778,19,"{-65, -70, 3, 8, 29, -74, 109, -100, -125, -111, -87, 8, 78, -35, 62, 126, -100, 25, 19"
values_458,8,"{71, -113, -19, -32, -114, -66, 114, 115"
values_818,7,"{91, -26, -86, 62, -32, -76, 122"
values_119,18,"{-91, -32, 72, 67, -16, 35, -89, -114, -111, 46, 16, -113, 101, 119, 116, -50, 9, -98"
values_373,13,"{-8, 62, 91, 3, 35, -124, -90, -57, 20, -4, 86, -23, -88"
values_351,17,"{-85, -82, 39, 37, 72, -126, -61, 82, 81, 49, 92, 79, 106, 121, -98, -88, 23"
values_32,17,"{-32, 78, -14, 43, -89, -66, 51, 76, 79, -61, -82, 96, 44, 13, 87, 2, -21"
values_770,2,"{-51, -109"
values_371,26,"{103, 104, -21, 10, -3, 63, 57, -37, 24, -111, -82, 11, 4, -24, -46, -44, -41, -116, -108, -65, -93, -122, 53, -49, 107, 118"
values_283,27,"{1, -82, -37, -123, -61, 126, 61, -81, -51, -25, -75, 115, -125, 102, 14, 36, 18, 119, 50, -59, -67, -79, -113, 54, 88, 41, -106"
values_535,18,"{-98, -114, 39, -123, 123, -16, -59, 40, -108, 101, -66, -43, 114, 58, 103, 88, 44, -92"
values_250,13,"{124, 15, 44, 73, 122, -112, 122, 111, 9, -25, 86, 126, -77"
values_132,8,"{86, 107, 30, 114, 108, 20, -29, -56"
values_649,25,"{103, -100, 106, -79, 124, 19, 9, 70, -31, 25, 25, -38, -30, 62, 15, 9, -60, -67, -29, -103, 41, -123, 86, 51, -99"
values_77,19,"{-81, 6, -1, -113, 114, -77, 73, 124, 96, 111, 13, -64, -102, -110, 101, 75, 107, 126, 25"
values_260,22,"{112, -76, 111, 90, 77, -13, 120, -99, -85, -91, -33, 55, 25, -114, 36, -77, 33, -13, 85, 120, 51, 100"
values_891,5,"{73, 44, 117, -51, 57"
values_91,15,"{21, 26, -14, 35, 107, 95, 84, -58, -29, 97, 75, 123, 21, -125, -105"
values_137,22,"{-26, 42, 61, -59, 117, -91, -5, 81, -101, 124, 23, -89, -37, 11, 45, 31, 0, 124, -92, 67, 37, 109"
values_42,18,"{36, 25, 31, -67, 49, 93, 56, -10, -26, -80, 103, 44, 49, -25, -77, -8, 59, -46"
values_13,17,"{-67, 118, -96, -88, -51, 15, -30, -46, 99, -126, 121, 117, -4, -7, 46, -73, 57"
values_577,11,"{83, 77, -105, -14, 103, -40, -29, -125, -25, -31, 47"
values_41,19,"{-34, -52, 71, -66, 119, -103, 99, 15, -66, -31, -21, 43, -86, -119, -83, 81, 96, -94, 16"
values_809,14,"{-31, -111, 47, -108, 13, -113, 23, -47, 86, -20, 102, -108, -100, -104"
values_414,13,"{85, -124, 81, -16, -91, 104, 112, -67, -51, -84, -43, 84, 117"
values_360,25,"{75, -17, 7, -66, -93, 17, -53, 123, -32, -21, -20, 101, 53, -102, -76, -115, -22, 54, -38, -37, 120, -117, -88, -107, 23"
values_386,16,"{-104, -113, 51, 78, -1, 12, -56, -50, -84, 85, 94, -100, -7, -17, 20, 123"
values_158,6,"{-38, 85, -16, 47, 49, -12"
values_904,21,"{88, 2, -102, -54, 4, 49, -76, -63, 95, 103, 83, 66, -103, -89, -77, 85, -60, 26, -37, -51, -90"
values_480,19,"{-41, 110, -9, 24, -100, 14, 37, -70, 48, -63, -40, 80, -81, 40, 86, 87, 34, 88, 18"
values_647,26,"{-99, 25, 8, -122, -27, 72, 40, -37, -48, 51, 119, -96, 109, 102, 105, 90, 60, 4, 70, 113, 87, 75, -46, 102, -1, 79"
values_104,23,"{34, 64, 31, 119, 4, -119, -90, 50, -122, -19, -2, -62, -21, -31, -126, -37, -91, -72, 61, 107, 70, 84, 33"
values_55,8,"{-33, -3, 31, 98, 123, -77, 11, 57"
values_491,27,"{80, -120, 92, 79, -64, -2, 97, 86, -116, 46, 113, 21, 101, -1, 100, 42, 55, 61, 106, -78, -32, 6, 79, -84, -73, 52, -121"
values_391,8,"{10, 2, 24, 19, 39, -86, -72, 49"
values_972,6,"{79, 72, 125, -92, -75, -17"
values_571,13,"{48, -71, 13, 61, 35, -17, -25, -104, 44, 125, -62, -49, -73"
values_940,28,"{119, -81, 93, -38, 123, 84, -45, -80, -35, 17, -73, -18, -78, -63, -33, -21, -32, -12, 87, -13, 96, 77, -63, -61, 18, 43, -53, -53"
values_861,16,"{-82, -98, 8, 75, 113, 13, 98, 35, 69, -7, -38, -48, 105, -29, 50, 65"
values_324,11,"{-16, -51, 62, 68, 6, 50, -14, 70, 14, 93, -19"
values_549,8,"{108, 41, -84, 11, 3, 108, -69, 16"
values_170,14,"{-24, -44, 117, 76, 50, 22, 94, 39, -6, -10, -47, 1, 66, -123"
values_269,9,"{-119, 126, -51, -71, -24, 38, -75, -22, -110"
values_442,5,"{-28, 82, -84, -99, -83"
values_520,15,"{32, 120, -47, 67, 66, -24, -7, 1, -24, -86, -79, 121, -24, 39, 60"
values_455,20,"{75, 71, 11, 3, -15, -46, 39, -2, -15, 26, 14, -5, -47, -17, 70, 61, 83, -57, 109, -93"
values_31,3,"{-80, 102, -88"
values_971,5,"{-104, 78, 123, 7, 6"
values_397,26,"{-53, -1, -52, -94, 40, -36, 103, -54, 96, -97, 84, 89, 8, -86, -78, -94, -108, -26, 58, -2, 111, 118, -20, -83, 101, -111"
values_254,2,"{33, -55"
values_616,27,"{43, -80, 75, -90, 61, 98, 1, -123, 98, 38, -42, -62, -67, 57, 47, 68, 71, -23, 15, 9, 111, -108, 62, -23, -125, 39, 66"
values_66,5,"{109, -108, 0, 121, 88"
values_943,23,"{-122, -126, -123, -89, 116, 64, 65, -122, 31, -76, -70, -10, 22, -97, 110, 117, 104, -73, 63, 59, -51, -53, 10"
values_117,5,"{42, 77, 51, 126, -81"
values_451,11,"{102, -52, -5, 102, -62, -68, -124, -119, -35, -119, 34"
values_643,7,"{35, -118, 29, -70, 79, -53, 50"
values_688,27,"{-82, 94, 61, -87, -115, -47, 56, 117, -23, -59, 114, 27, 122, 81, -38, 26, -37, -4, 54, -25, -125, -68, 62, 76, 58, 82, 58"
values_569,21,"{22, 20, 29, 83, -113, 33, 0, -6, 124, -56, -114, -14, -31, -1, -52, 14, -18, -6, 102, -50, -54"
values_745,11,"{-111, -4, 59, 21, -28, 79, -74, -46, -106, 110, 37"
values_65,17,"{3, -42, 0, 34, -58, 46, 114, 45, -103, 88, -95, 79, 63, 68, 63, -2, -109"
values_980,4,"{24, 17, 102, -64"
values_982,9,"{-36, 3, -119, -20, -75, 86, -13, 126, -97"
values_62,19,"{64, 69, 76, -58, -103, 62, 119, -16, -38, -32, -7, -57, 86, -92, 103, -38, -83, -35, -82"
values_789,16,"{36, 70, 111, 41, 71, 50, 93, 126, 37, 101, 13, 116, 30, 101, -95, 16"
values_401,15,"{86, 72, -75, -81, 0, 87, -123, -12, -118, 22, 39, 103, 116, 59, 35"
values_21,11,"{54, -24, -80, 15, 60, -97, 48, 14, 48, -40, 43"
values_598,18,"{-85, 35, -1, -17, 29, -68, 23, -49, 124, -121, 126, -36, 51, 38, 33, -122, 26, 3"
values_273,11,"{101, 58, -60, 53, 38, -14, 119, 118, -66, -63, 87"
values_534,9,"{80, -119, 47, -9, 103, 79, -9, -5, -33"
values_118,26,"{-27, -29, 109, 42, -21, -71, 42, -112, 102, 75, -6, 85, -13, -25, -19, -94, -78, 77, 88, -100, -115, 108, 57, -51, 53, 99"
values_141,28,"{-16, -40, -8, 113, 49, 15, -54, -19, -90, 105, -104, 82, -123, -80, 114, 6, -117, 73, 34, 68, -10, 113, -37, -3, -4, -104, 20, 31"
values_366,14,"{-17, -67, -92, -39, 48, 88, -79, 79, 74, -42, -66, -13, 84, 107"
values_222,4,"{126, 78, 76, 45"
values_876,2,"{52, -58"
values_700,20,"{-29, -91, -49, 109, -25, -122, 84, -96, 58, -31, -29, -93, 118, -25, -70, 4, -77, 15, -125, 11"
values_95,21,"{-51, 56, 97, -33, 104, 102, 73, -70, 43, 41, 26, -82, 104, -61, 16, -113, 21, 75, -114, 69, 91"
values_806,13,"{93, 1, -118, -24, -113, -45, 100, 107, -121, -116, -106, 65, -36"
values_671,15,"{-60, 45, 117, -89, -120, 84, 21, -27, -93, -104, -8, -29, -5, 29, -28"
values_816,19,"{-93, -53, 32, 38, -102, 33, 76, -49, 59, -48, 102, 10, 37, -71, 1, 75, 113, -53, 80"
values_630,24,"{-122, -43, -73, -102, 56, -100, 63, 100, 81, -25, 12, 66, -67, 46, 25, 62, -56, 102, 58, -5, -63, -107, 27, -15"
values_433,6,"{6, -72, 20, 9, -41, 89"
values_905,5,"{-94, 37, 25, -14, -58"
values_84,15,"{77, 123, -56, 58, 126, -106, 121, -59, -109, 110, -98, 2, 86, -26, -125"
values_233,8,"{-45, 41, 39, 89, 37, -93, -15, 120"
values_664,16,"{71, 116, 66, 7, 43, -27, -45, 104, 14, 39, 78, 16, 123, -40, -69, -93"
values_162,21,"{96, 22, 19, 102, -97, -4, -71, -88, -78, 117, 53, 102, 47, 85, 7, 17, -99, -52, 89, 77, -42"
values_681,10,"{-79, -116, -59, -59, -83, -26, -76, -110, -22, 37"
values_542,25,"{52, 48, -24, 58, 40, -121, -11, -121, -44, -45, 1, -41, 59, 114, -2, -30, -55, -9, -43, -53, 89, -119, 114, 121, 73"
values_169,19,"{-89, 31, -111, 68, -55, 24, -77, 97, 84, 60, 62, 62, -89, -76, -1, -84, -4, 102, 72"
values_660,25,"{82, -61, -84, 5, -7, -48, 76, -14, 22, -6, -113, 36, -89, -60, 22, -22, 97, 86, 98, 9, -17, -25, -96, -14, -107"
values_488,10,"{118, 4, 55, -83, -92, 27, 8, -39, -64, 72"
values_894,6,"{-103, -52, 98, -24, -15, 82"
values_828,22,"{7, 118, -14, -97, -20, -109, 117, 3, -114, 44, 11, -112, 118, 94, -2, 122, -38, 112, 108, 73, 124, 7"
values_537,21,"{-19, -30, -6, -125, 123, -90, 117, -115, 98, 62, -5, 36, 102, -22, 20, 13, 84, 83, 79, -23, -114"
values_845,20,"{41, -120, -100, 86, 42, -72, -7, -84, -97, -63, 38, 111, 44, 46, -96, -56, 6, 52, 10, 89"
values_584,8,"{-87, 124, 56, 105, 94, 26, -47, -40"
values_457,20,"{11, 89, 43, -98, -9, -12, 87, -80, -55, -21, 119, -42, 25, 11, 6, 75, 7, -25, -89, 113"
values_499,17,"{-15, 114, 81, -55, 60, -68, -52, -14, 91, 4, 117, 112, -79, -49, 75, -90, 56"
values_369,2,"{105, 54"
values_58,9,"{53, -95, -24, 79, 96, 113, 6, -2, 58"
values_64,18,"{79, -58, -28, -40, -101, -84, -76, 78, 74, 115, -107, 84, -95, -68, 72, 101, -120, 119"
values_196,20,"{50, 119, 48, 12, 59, -126, -82, -2, -72, 120, -120, 85, -56, 26, 113, 102, 121, 103, 27, -93"
values_462,21,"{2, 27, -89, 2, 100, 31, 7, -57, -26, 110, 62, -4, -96, -58, 50, -36, -56, -61, -1, -40, -95"
values_343,9,"{-65, 76, -102, 18, 76, -120, 39, 26, 71"
values_262,3,"{-111, 81, 56"
values_966,6,"{-27, 119, -101, 88, -18, -13"
values_261,13,"{-122, 11, 107, 63, -18, -89, 112, 20, 106, 62, 65, -38, 72"
values_349,17,"{-69, 75, -57, -119, 101, 33, -110, -108, 66, 102, -56, 16, 9, 54, 76, 109, -67"
values_263,24,"{19, 44, -126, 44, -125, -81, 44, 83, 126, 69, -22, -15, 65, 28, 101, -116, 58, 6, -59, -39, -79, -39, -108, -123"
values_801,19,"{-71, -9, 23, -34, 50, 78, 68, -37, 116, -34, 101, -61, -20, 120, 92, 66, 36, -121, -92"
values_292,14,"{51, -81, 12, -114, 114, 110, -9, 44, -2, -111, -76, 122, -80, -88"
values_786,27,"{83, 29, 72, 84, 78, 66, -119, -11, -47, 19, 126, -119, 55, 19, -76, -41, 71, -58, -45, 77, 24, 117, 99, 97, -16, 119, 38"
values_101,17,"{24, 70, 53, -30, -64, -39, 101, -77, 6, -27, 9, 63, -114, 74, 83, 48, -42"
values_691,15,"{-106, 29, -41, 38, 52, -61, 106, -79, 50, 37, 0, 7, 113, -77, 40"
values_926,2,"{57, 19"
values_754,21,"{-112, 35, -79, -31, 49, 106, -62, -35, -82, 65, -62, 125, 72, 64, 43, -87, 52, -41, -67, -107, 66"
values_215,7,"{97, -112, -126, -104, -76, 77, -77"
values_977,4,"{-90, 101, 71, 28"
values_850,9,"{-55, 77, 24, -115, -34, 26, 52, -126, -67"
values_646,15,"{49, -66, 47, -15, -64, 121, 109, -46, 105, 125, -87, -15, -28, -49, 122"
values_628,19,"{-68, -59, -67, 9, -79, 29, 95, -101, -97, -119, -35, 32, 0, 44, 17, -105, 21, -126, -41"
values_941,19,"{-81, -69, -116, -27, -43, -63, 122, 1, -94, 91, 6, 18, -43, -100, 4, 83, 123, -95, -11"
values_353,6,"{53, -85, -116, 27, 5, 108"
values_690,7,"{-73, 36, -77, 82, -24, -56, -112"
values_961,18,"{26, -23, -35, -60, 75, 7, 103, 23, 84, 50, 5, 69, -124, -38, -58, 8, -66, -1"
values_331,11,"{-124, 124, -46, 54, 73, 14, -75, 31, -13, -103, 25"
values_377,10,"{-109, 12, -85, -51, -36, -9, 120, -113, 96, 55"
values_128,13,"{-95, 104, -49, 102, 20, -26, -5, 38, 78, -105, 45, 97, -29"
values_336,19,"{75, 58, 61, 23, 77, -103, 61, 45, -80, -51, 104, -13, 118, -93, 6, 106, 104, -45, -7"
values_632,21,"{109, -89, -104, 76, 50, 33, 69, 4, 11, -4, 97, -52, -88, -51, 86, 97, -54, -84, -22, -50, -122"
values_166,20,"{104, 48, -105, 103, -31, 1, 1, -76, 64, 126, 64, -42, 89, 74, 93, 46, 5, -33, -72, -37"
values_744,22,"{-28, 75, 33, -23, 62, -8, 7, 102, -43, -98, -79, -15, 99, 21, 30, -8, 98, -18, -88, 85, 113, -64"
values_837,9,"{126, -7, -56, -64, -7, 91, 41, 48, -56"
values_807,9,"{53, -8, -72, -1, 124, 27, -54, -116, 47"
values_838,19,"{-4, -37, -79, -107, -116, 90, 116, -23, -45, -13, -83, -4, 63, 52, 56, -92, -18, 52, 31"
values_723,17,"{-124, 19, -69, 123, 87, -95, 103, -19, -4, -52, 68, -103, 18, -119, 77, -96, 56"
values_874,25,"{-57, -37, -50, -114, 49, 70, -11, 125, 90, -13, 23, -90, -33, 121, -54, -67, -57, 124, -50, -65, -12, -85, 91, -52, -16"
values_627,4,"{10, 92, 7, -19"
values_555,24,"{-3, -107, -3, 47, 56, -120, 81, 90, -37, 75, -105, 34, 25, 106, 111, 3, -13, 7, -25, -56, 72, -66, -93, -70"
values_446,24,"{111, -10, -71, -21, 39, 120, 39, -88, 98, -51, -121, -27, -85, -47, -122, -125, -4, 63, -92, 32, -5, -55, -72, -109"
values_716,25,"{-88, -111, 44, 13, -54, -109, 95, 70, -21, -99, -109, -53, -21, 62, 4, 25, 95, -76, -73, -53, -114, -42, -111, -65, -22"
values_240,3,"{67, 79, -51"
values_140,28,"{56, -27, 98, -86, -32, -6, 97, -48, -53, 104, -4, -86, 112, -3, -64, 9, 34, -69, 73, -117, -42, -119, -79, 68, 48, 41, 59, -88"
values_317,8,"{105, -88, -35, -100, -60, -13, 75, 6"
values_83,14,"{-73, 22, 92, 102, -124, 66, -13, 31, 45, -52, -97, 32, -95, 3"
values_696,28,"{10, -37, 69, 114, 103, 114, -53, -53, -83, 109, -64, 51, -97, -9, -16, 84, 44, -22, -22, 12, 76, -75, -112, -66, -27, 77, -7, -97"
values_413,4,"{-53, 52, 126, 25"
values_94,6,"{16, 104, -84, -20, -20, -38"
values_937,13,"{76, -73, -13, -90, -35, -101, -20, -22, -108, -9, 105, -95, 51"
values_199,25,"{67, -83, -93, 48, -88, 52, -50, 68, -107, -112, 108, 36, 5, -72, -87, -47, -93, 9, 2, 45, 60, -123, -35, -14, 21"
values_596,18,"{-69, -117, -111, -122, -59, 51, -59, -76, 123, 45, 86, 87, 9, 50, -123, 3, -21, 27"
values_0,26,"{-35, 115, 32, 99, 119, 81, -41, -23, -27, -74, -103, 96, 20, -120, -29, -10, -115, 55, 116, 54, 18, 115, 112, 12, 22, 55"
values_953,9,"{108, 9, 75, -40, 83, 8, -20, 12, -53"
values_906,13,"{18, 47, 30, -102, 37, -15, 52, -56, 65, -41, -56, -87, -24"
values_742,22,"{-106, 17, -5, 70, -74, -41, 23, -21, 61, -4, -45, -91, -71, 23, 42, 4, -43, -51, 44, -44, -69, -68"
values_396,3,"{-16, -2, -46"
values_159,14,"{-58, -112, -125, 83, -2, -51, 92, -31, -57, -37, 85, -4, 71, 8"
values_238,10,"{-106, 77, 3, -6, -41, 78, 2, 87, 80, -49"
values_136,21,"{106, -69, -14, 53, 69, 46, 37, -79, 26, 104, 64, -32, -119, -54, -19, 26, 124, -57, 119, 89, -109"
values_915,24,"{93, 57, 80, -111, 88, -101, 54, -70, -56, -82, -16, -47, -118, -39, 29, 102, -121, -97, -53, -55, 16, -16, -87, -80"
values_99,8,"{-21, -62, 33, 37, -50, -108, -123, -21"
values_771,2,"{-97, -52"
values_96,14,"{-53, 77, -100, -34, 9, 13, -111, -79, 70, 54, -87, -5, 26, -78"
values_768,7,"{-22, -103, 54, 54, 120, 122, 119"
values_67,13,"{82, -113, 88, 59, -17, -78, -81, -54, 85, -86, 42, 109, 111"
values_565,3,"{49, 68, -90"
values_848,26,"{83, 126, -76, 66, -29, 57, -109, 30, 57, 111, 81, -78, 77, 32, 48, 78, -99, -54, 61, 107, -102, 79, -32, 10, 70, 111"
values_114,23,"{9, 89, -9, -58, 59, -124, 46, 110, 10, 18, 61, 16, 66, -86, 24, 117, 7, -119, -42, -3, -48, -74, -61"
values_61,4,"{27, 57, 44, -107"
values_511,19,"{20, 82, -108, -18, 14, -14, 56, 37, 108, 72, -86, 107, 72, -112, -99, 0, -100, 64, -18"
values_729,19,"{-106, 54, -25, -80, 110, 86, 94, -43, 2, -124, 34, -120, 26, -83, 117, 81, 32, -76, 5"
values_460,12,"{-112, -107, -13, -13, 78, 7, 74, -54, -19, -52, 27, 13"
values_832,17,"{-86, 43, 52, 1, 100, -8, 112, -60, -121, 71, 29, 92, -13, -36, -52, 71, -90"
values_348,17,"{125, -35, 120, 93, 118, -114, 110, 23, -20, 126, 9, 84, -49, 86, -47, 111, -66"
values_182,13,"{75, 98, 67, 74, 112, -47, -64, -73, -5, -64, -77, -17, -81"
values_986,7,"{16, -27, 93, 76, 16, 124, 100"
values_180,20,"{112, -126, 84, -115, 41, -57, -42, 50, -70, -6, -55, -37, -73, -118, 19, 21, -15, 91, 72, 20"
values_930,17,"{25, -88, 68, -62, -18, 19, 26, 60, 81, -53, -44, 29, 110, -58, 38, -23, 105"
values_274,9,"{57, 119, 70, 36, -44, 4, -31, -46, -35"
values_309,28,"{4, 24, -6, 113, -123, -12, -4, 32, -57, -93, -121, -106, 44, -51, -51, 21, 36, 125, 34, -80, 37, 23, 21, 33, -86, 113, -69, 93"
values_496,27,"{-69, -93, -19, -77, -6, 123, -87, -81, -33, -60, 55, -120, 111, 105, 72, -35, 50, -103, -106, -15, -73, -3, -16, 59, 114, 69, -26"
values_165,10,"{59, -105, -81, -90, -119, -5, 20, 77, -54, -89"
values_553,4,"{80, -4, 117, -81"
values_870,13,"{63, 124, 63, 6, -38, 16, 33, -119, -63, 77, -109, -19, -49"
values_795,10,"{31, -12, -103, -84, 109, 41, 38, 66, -117, -68"
values_361,19,"{-87, -85, -2, 20, 119, -64, -106, -106, 33, 111, 122, -94, -68, -92, -57, -72, -94, 113, 122"
values_302,4,"{2, 90, 101, 24"
values_586,5,"{-43, 123, 21, -4, -100"
values_880,26,"{-114, -57, 38, -55, 69, -43, -80, -88, -42, -89, -108, 93, 86, 108, -48, 48, -65, -44, 108, -37, -124, -54, 2, -28, 114, 22"
values_665,17,"{-3, 56, 80, 64, 20, -21, -49, 63, -114, -89, 91, 22, 22, 113, -90, -39, 49"
values_527,14,"{-61, -58, 15, -110, 10, -11, 59, -84, -40, 55, -71, 78, -99, 77"
values_372,18,"{42, 123, 123, 114, -9, 100, 53, 44, -56, 58, -5, -104, 100, 9, 81, 116, -41, 9"
values_382,7,"{-55, -72, 56, 108, 103, -124, 93"
values_43,27,"{-29, 39, -44, -108, -18, 24, -39, 100, -27, -79, -6, 54, 47, 20, 45, -48, -92, -58, -21, -26, 6, -119, -2, 47, 40, -89, -12"
values_935,21,"{-31, 36, 89, -126, -26, 8, -17, -67, -64, 101, -48, 26, 49, 32, 71, -125, -103, -61, 36, 94, 33"
values_2,4,"{67, -92, -103, -112"
values_790,10,"{64, -111, -118, -31, -13, 91, 53, -62, 4, 4"
values_152,28,"{-95, 94, -92, -82, -70, 102, -51, -35, -80, -73, -38, 20, 17, 103, -77, -112, 116, 20, 72, -72, 46, 81, 95, -117, 89, -19, 38, 48"
values_871,16,"{38, -41, 26, -66, 65, -49, 10, -21, -38, 115, -104, -126, 120, -13, -47, 53"
values_434,13,"{-42, -32, -19, -62, -95, -89, 10, -59, 77, 33, -103, 27, 63"
values_775,16,"{-37, -86, 28, -26, -44, -7, -5, 39, -32, 92, 9, 9, -104, -27, 63, -3"
values_500,17,"{-78, 33, 40, -54, -98, 87, -97, 19, 102, -103, -21, 39, 26, -5, -99, -97, 73"
values_220,20,"{107, -68, -104, 86, 5, 87, 126, -1, 71, -14, -57, 113, 92, 101, 99, 123, -88, -77, -104, -44"
values_875,4,"{13, 104, -57, -7"
values_249,22,"{52, 123, -38, 118, 12, 68, -38, -61, 77, 29, -115, -124, -36, -106, -40, 13, -24, -13, -43, 58, 11, -98"
values_808,2,"{110, -60"
values_859,21,"{14, -63, -121, 68, -47, 52, -99, -61, 19, 62, 50, 37, 2, -26, 1, -119, 121, -99, -6, -36, -114"
values_539,10,"{-55, 16, 52, 17, 3, 27, 79, 45, 52, 105"
values_635,5,"{74, 9, -78, 56, -95"
values_311,6,"{48, -6, 37, -18, 112, 84"
values_183,28,"{-49, 71, -18, 17, 111, -51, -71, 120, 16, 83, 98, -99, 100, -119, -104, 9, -43, 53, -52, -42, -4, 7, 67, 82, 50, -98, -97, -45"
values_54,8,"{98, 35, 89, -12, 11, -111, 34, 32"
values_390,24,"{-62, -91, 97, -53, 50, -20, 97, 115, -83, 124, -91, -86, 19, -54, -105, -101, 73, -92, -31, -66, 16, -45, -51, -92"
values_890,23,"{-50, -115, 66, 109, 60, -7, -102, -11, -57, -9, -112, -77, -74, -34, -117, 109, 69, -116, -76, -32, -108, 78, 46"
values_711,2,"{88, 89"
values_471,19,"{60, -111, -63, -5, -10, 52, 98, 40, -19, 57, 64, -8, 108, 1, 36, 13, -42, 22, -22"
values_995,28,"{-57, 89, 18, 6, 114, 72, -85, 44, -35, -45, 25, 86, 35, 19, -92, -126, -95, -16, -8, 96, 123, 103, 63, -105, -56, 42, 6, -72"
values_443,8,"{41, 34, -22, 68, -119, 51, -116, 43"
values_464,19,"{106, 26, -98, 63, -90, 62, 114, -91, -111, -114, -69, 3, 120, 25, 51, -59, 97, 123, -27"
values_774,12,"{14, 55, -53, 116, -35, 55, -12, 24, 35, 104, -103, -87"
values_200,2,"{-116, 91"
values_747,11,"{110, 3, 25, 67, 49, 101, 31, -1, -126, 5, -60"
values_758,19,"{112, -103, -62, -123, 27, -122, 57, 14, -121, -89, -24, 16, 82, -56, -54, 85, 94, 2, -70"
values_30,9,"{-44, 57, 87, -40, -92, -105, 37, 102, 78"
values_820,12,"{41, 21, 35, 25, 79, 53, 36, 23, 32, 71, -100, -100"
values_393,15,"{-82, -25, -33, -44, 36, -43, -59, 66, -76, -15, -24, 10, -28, 96, 6"
values_576,10,"{-7, 69, -121, -14, -25, 83, 27, 12, 7, 72"
values_445,3,"{17, -32, -15"
values_662,13,"{100, 90, 38, -13, 50, -23, -119, -35, -61, -43, -55, 3, 107"
values_403,26,"{-109, 125, -79, -43, -41, 117, -102, -65, 113, -10, -15, -27, 68, 4, 73, 33, 101, 103, 51, 38, -99, -71, 15, 60, -101, -80"
values_640,2,"{-27, -102"
values_59,9,"{-38, 8, 19, 74, -50, 65, 21, -31, 92"
values_490,6,"{-22, -119, 57, 80, -89, 39"
values_194,19,"{6, 51, 83, -124, 38, 124, -82, -15, -94, -10, 67, -113, 5, -58, -56, 56, -70, -104, -57"
values_751,14,"{48, -73, 46, 61, 98, -54, 16, 85, -36, 66, 2, 60, 5, -62"
values_663,3,"{-32, -25, -41"
values_938,6,"{23, 43, 106, 81, 96, 98"
values_532,23,"{-98, 84, 85, 14, 57, 125, 0, -108, 54, 48, 73, 74, 90, 83, -1, -76, -73, -19, -97, -21, 76, 67, 53"
