;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;BugsDelivered;DifficultyLevel;DistinctOperands;DistinctOperators;Effort;ProgramLength;ProgramLevel;ProgramVolume;TimeToImplement;Total_Operands;VocabularySize;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SyntacticallyReachableFunctions;SemanticallyReachedFunctions;CoverageEstimation;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;CC4CS
30634;thumbulator;ARMV6-M;banker_algorithm;int8_t;194;7.3435999999999995;70.96;267.0;30.0;1563196.93;2682.0;0.01;22030.8;86844.27;1263.0;297.0;38.0;16.0;56.0;47.0;14.0;47.0;71.0;70.0;34.0;127.0;56.0;22.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1220;160422.0;215760.0;176.85245901639345
30635;thumbulator;ARMV6-M;banker_algorithm;int8_t;751;8.46075;82.3;267.0;30.0;2089044.41;3090.0;0.01;25382.25;116058.02;1465.0;297.0;38.0;16.0;71.0;121.0;53.0;123.0;32.0;75.0;89.0;77.0;17.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1424;175972.0;240860.0;169.1432584269663
30636;thumbulator;ARMV6-M;banker_algorithm;int8_t;663;9.068156666666667;87.33;270.0;30.0;2375857.45;3306.0;0.01;27204.47;131992.08;1572.0;300.0;38.0;16.0;119.0;13.0;108.0;116.0;121.0;77.0;78.0;64.0;43.0;127.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1523;209388.0;279336.0;183.41168745896258
30637;thumbulator;ARMV6-M;banker_algorithm;int8_t;938;5.821766666666666;56.25;264.0;30.0;982423.24;2130.0;0.02;17465.3;54579.07;990.0;294.0;38.0;16.0;60.0;11.0;108.0;73.0;67.0;88.0;47.0;43.0;95.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;935;126954.0;169393.0;181.16898395721924
30638;thumbulator;ARMV6-M;banker_algorithm;int8_t;532;1.3697966666666668;28.35;118.0;30.0;116490.71;570.0;0.04;4109.39;6471.71;223.0;148.0;38.0;16.0;92.0;14.0;53.0;47.0;24.0;99.0;128.0;97.0;68.0;42.0;84.0;78.0;45.0;0.0;0.0;2.0;0.0;3.0;0.0;164;16438.0;22736.0;138.6341463414634
30639;thumbulator;ARMV6-M;banker_algorithm;int8_t;885;0.7650100000000001;36.18;51.0;30.0;83025.93;362.0;0.03;2295.03;4612.55;123.0;81.0;38.0;16.0;35.0;19.0;58.0;56.0;27.0;28.0;119.0;96.0;37.0;118.0;54.0;34.0;92.0;0.0;0.0;2.0;0.0;3.0;0.0;60;4250.0;5888.0;98.13333333333334
30640;thumbulator;ARMV6-M;banker_algorithm;int8_t;713;9.068156666666667;87.33;270.0;30.0;2375857.45;3306.0;0.01;27204.47;131992.08;1572.0;300.0;38.0;16.0;68.0;14.0;74.0;71.0;54.0;119.0;38.0;124.0;71.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1548;209388.0;279336.0;180.4496124031008
30641;thumbulator;ARMV6-M;banker_algorithm;int8_t;193;9.06285;87.66;269.0;30.0;2383293.67;3306.0;0.01;27188.55;132405.2;1572.0;299.0;38.0;16.0;22.0;111.0;68.0;19.0;56.0;114.0;114.0;89.0;125.0;103.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1540;209388.0;279336.0;181.38701298701298
30642;thumbulator;ARMV6-M;banker_algorithm;int8_t;650;4.462556666666667;45.73;247.0;30.0;612201.56;1650.0;0.02;13387.67;34011.2;753.0;277.0;38.0;16.0;126.0;98.0;34.0;123.0;42.0;23.0;72.0;77.0;29.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;704;90516.0;121764.0;172.96022727272728
30643;thumbulator;ARMV6-M;banker_algorithm;int8_t;564;6.797553333333333;66.87;262.0;30.0;1363662.06;2490.0;0.01;20392.66;75759.0;1168.0;292.0;38.0;16.0;58.0;82.0;38.0;50.0;22.0;11.0;23.0;82.0;16.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1115;151094.0;201942.0;181.11390134529148
30644;thumbulator;ARMV6-M;banker_algorithm;int8_t;267;3.3235533333333334;35.84;231.0;30.0;357389.86;1242.0;0.03;9970.66;19854.99;552.0;261.0;38.0;16.0;91.0;108.0;19.0;96.0;107.0;46.0;27.0;62.0;10.0;11.0;13.0;14.0;16.0;0.0;0.0;2.0;0.0;3.0;0.0;500;60990.0;82758.0;165.516
30645;thumbulator;ARMV6-M;banker_algorithm;int8_t;147;6.295246666666667;61.66;262.0;30.0;1164500.21;2306.0;0.02;18885.74;64694.46;1077.0;292.0;38.0;16.0;30.0;79.0;18.0;124.0;50.0;47.0;97.0;74.0;93.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1023;126200.0;172748.0;168.86412512218965
30646;thumbulator;ARMV6-M;banker_algorithm;int8_t;709;3.3189599999999997;36.16;229.0;30.0;360012.81;1242.0;0.03;9956.88;20000.71;552.0;259.0;38.0;16.0;22.0;52.0;12.0;25.0;81.0;45.0;122.0;40.0;107.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;491;60990.0;82758.0;168.54989816700612
30647;thumbulator;ARMV6-M;banker_algorithm;int8_t;857;3.31433;36.48;227.0;30.0;362678.07;1242.0;0.03;9942.99;20148.78;552.0;257.0;38.0;16.0;38.0;52.0;25.0;28.0;123.0;64.0;121.0;75.0;22.0;20.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;500;60990.0;82758.0;165.516
30648;thumbulator;ARMV6-M;banker_algorithm;int8_t;334;3.676096666666667;39.26;235.0;30.0;432919.14;1370.0;0.03;11028.29;24051.06;615.0;265.0;38.0;16.0;82.0;93.0;19.0;51.0;79.0;113.0;117.0;107.0;115.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;564;64718.0;89456.0;158.60992907801418
30649;thumbulator;ARMV6-M;banker_algorithm;int8_t;965;0.8902766666666666;30.43;70.0;30.0;81269.55;402.0;0.03;2670.83;4514.97;142.0;100.0;38.0;16.0;38.0;112.0;106.0;39.0;123.0;57.0;125.0;60.0;42.0;43.0;51.0;106.0;38.0;0.0;0.0;2.0;0.0;3.0;0.0;71;7000.0;9518.0;134.05633802816902
30650;thumbulator;ARMV6-M;banker_algorithm;int8_t;824;2.0809866666666665;28.49;179.0;30.0;177872.07;810.0;0.04;6242.96;9881.78;340.0;209.0;38.0;16.0;63.0;49.0;102.0;44.0;15.0;115.0;70.0;126.0;117.0;88.0;104.0;26.0;53.0;0.0;0.0;2.0;0.0;3.0;0.0;292;34922.0;46710.0;159.96575342465752
30651;thumbulator;ARMV6-M;banker_algorithm;int8_t;784;1.0342233333333333;27.81;89.0;30.0;86282.06;450.0;0.04;3102.67;4793.45;165.0;119.0;38.0;16.0;31.0;127.0;119.0;113.0;12.0;57.0;104.0;29.0;72.0;55.0;97.0;102.0;63.0;0.0;0.0;2.0;0.0;3.0;0.0;95;10320.0;13908.0;146.4
30652;thumbulator;ARMV6-M;banker_algorithm;int8_t;229;5.3431299999999995;52.73;258.0;30.0;845270.89;1962.0;0.02;16029.39;46959.49;907.0;288.0;38.0;16.0;85.0;33.0;19.0;55.0;109.0;125.0;73.0;10.0;11.0;12.0;14.0;15.0;16.0;0.0;0.0;2.0;0.0;3.0;0.0;868;111610.0;150128.0;172.95852534562212
30653;thumbulator;ARMV6-M;banker_algorithm;int8_t;538;0.8762466666666666;33.81;63.0;30.0;88876.51;402.0;0.03;2628.74;4937.58;142.0;93.0;38.0;16.0;22.0;15.0;47.0;62.0;46.0;63.0;104.0;77.0;49.0;114.0;37.0;35.0;83.0;0.0;0.0;2.0;0.0;3.0;0.0;71;7000.0;9518.0;134.05633802816902
30654;thumbulator;ARMV6-M;banker_algorithm;int8_t;463;8.475683333333333;81.39;270.0;30.0;2069479.33;3090.0;0.01;25427.05;114971.07;1465.0;300.0;38.0;16.0;92.0;13.0;75.0;90.0;14.0;72.0;32.0;96.0;44.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1424;175972.0;240860.0;169.1432584269663
30655;thumbulator;ARMV6-M;banker_algorithm;int8_t;741;1.3734766666666667;27.88;120.0;30.0;114856.89;570.0;0.04;4120.43;6380.94;223.0;150.0;38.0;16.0;96.0;60.0;79.0;91.0;14.0;92.0;88.0;102.0;72.0;93.0;54.0;73.0;118.0;0.0;0.0;2.0;0.0;3.0;0.0;164;16438.0;22736.0;138.6341463414634
30656;thumbulator;ARMV6-M;banker_algorithm;int8_t;85;0.7671433333333333;35.48;52.0;30.0;81656.64;362.0;0.03;2301.43;4536.48;123.0;82.0;38.0;16.0;37.0;104.0;74.0;88.0;37.0;30.0;82.0;123.0;114.0;71.0;121.0;24.0;87.0;0.0;0.0;2.0;0.0;3.0;0.0;60;4250.0;5888.0;98.13333333333334
30657;thumbulator;ARMV6-M;banker_algorithm;int8_t;493;0.66962;42.63;38.0;30.0;85640.99;330.0;0.02;2008.86;4757.83;108.0;68.0;38.0;16.0;24.0;52.0;69.0;97.0;125.0;21.0;16.0;52.0;15.0;79.0;88.0;99.0;59.0;0.0;0.0;2.0;0.0;3.0;0.0;35;2610.0;3558.0;101.65714285714286
30658;thumbulator;ARMV6-M;banker_algorithm;int8_t;794;1.8343733333333332;26.68;167.0;30.0;146804.83;722.0;0.04;5503.12;8155.82;297.0;197.0;38.0;16.0;82.0;18.0;112.0;123.0;117.0;79.0;60.0;80.0;85.0;45.0;80.0;37.0;112.0;0.0;0.0;2.0;0.0;3.0;0.0;231;28220.0;37988.0;164.45021645021646
30659;thumbulator;ARMV6-M;banker_algorithm;int8_t;202;7.3479366666666674;70.69;268.0;30.0;1558283.51;2682.0;0.01;22043.81;86571.31;1263.0;298.0;38.0;16.0;69.0;35.0;117.0;121.0;94.0;66.0;78.0;111.0;16.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1228;160422.0;215760.0;175.70032573289902
30660;thumbulator;ARMV6-M;banker_algorithm;int8_t;74;2.6619866666666665;31.29;210.0;30.0;249846.45;1010.0;0.03;7985.96;13880.36;438.0;240.0;38.0;16.0;37.0;93.0;63.0;85.0;115.0;34.0;47.0;52.0;10.0;11.0;83.0;84.0;107.0;0.0;0.0;2.0;0.0;3.0;0.0;424;48624.0;65022.0;153.35377358490567
30661;thumbulator;ARMV6-M;banker_algorithm;int8_t;410;2.34997;30.55;190.0;30.0;215393.36;906.0;0.03;7049.91;11966.3;387.0;220.0;38.0;16.0;71.0;94.0;20.0;110.0;68.0;124.0;98.0;105.0;10.0;11.0;33.0;78.0;32.0;0.0;0.0;2.0;0.0;3.0;0.0;332;40482.0;54480.0;164.09638554216866
30662;thumbulator;ARMV6-M;banker_algorithm;int8_t;469;1.0323966666666666;28.12;88.0;30.0;87108.45;450.0;0.04;3097.19;4839.36;165.0;118.0;38.0;16.0;103.0;92.0;45.0;77.0;123.0;96.0;72.0;16.0;15.0;74.0;27.0;79.0;94.0;0.0;0.0;2.0;0.0;3.0;0.0;95;10320.0;13908.0;146.4
30663;thumbulator;ARMV6-M;banker_algorithm;int8_t;394;1.1806666666666668;29.39;98.0;30.0;104091.43;506.0;0.03;3542.0;5782.86;192.0;128.0;38.0;16.0;10.0;63.0;46.0;65.0;26.0;14.0;37.0;106.0;50.0;35.0;113.0;34.0;53.0;0.0;0.0;2.0;0.0;3.0;0.0;148;13526.0;18374.0;124.14864864864865
30664;thumbulator;ARMV6-M;banker_algorithm;int8_t;149;1.8181366666666665;28.2;158.0;30.0;153793.74;722.0;0.04;5454.41;8544.1;297.0;188.0;38.0;16.0;28.0;79.0;78.0;99.0;29.0;97.0;14.0;92.0;51.0;88.0;113.0;39.0;25.0;0.0;0.0;2.0;0.0;3.0;0.0;231;28220.0;37988.0;164.45021645021646
30665;thumbulator;ARMV6-M;banker_algorithm;int8_t;945;1.1806666666666668;29.39;98.0;30.0;104091.43;506.0;0.03;3542.0;5782.86;192.0;128.0;38.0;16.0;64.0;79.0;90.0;99.0;37.0;18.0;54.0;126.0;127.0;124.0;52.0;33.0;96.0;0.0;0.0;2.0;0.0;3.0;0.0;140;13526.0;18374.0;131.24285714285713
30666;thumbulator;ARMV6-M;banker_algorithm;int8_t;293;8.470723333333332;81.69;269.0;30.0;2075956.62;3090.0;0.01;25412.17;115330.92;1465.0;299.0;38.0;16.0;115.0;14.0;21.0;42.0;115.0;18.0;72.0;53.0;10.0;11.0;13.0;14.0;15.0;0.0;0.0;2.0;0.0;3.0;0.0;1432;175972.0;240860.0;168.19832402234636
30667;thumbulator;ARMV6-M;banker_algorithm;int8_t;456;6.310333333333333;60.73;266.0;30.0;1149737.96;2306.0;0.02;18931.0;63874.33;1077.0;296.0;38.0;16.0;117.0;113.0;25.0;108.0;28.0;78.0;76.0;29.0;103.0;127.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1023;126200.0;172748.0;168.86412512218965
30668;thumbulator;ARMV6-M;banker_algorithm;int8_t;975;6.30658;60.96;265.0;30.0;1153390.25;2306.0;0.02;18919.74;64077.24;1077.0;295.0;38.0;16.0;14.0;118.0;93.0;98.0;19.0;123.0;109.0;113.0;51.0;92.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1032;126200.0;172748.0;167.39147286821705
30669;thumbulator;ARMV6-M;banker_algorithm;int8_t;547;6.302813333333333;61.19;264.0;30.0;1157067.88;2306.0;0.02;18908.44;64281.55;1077.0;294.0;38.0;16.0;110.0;80.0;73.0;23.0;33.0;39.0;30.0;123.0;124.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1023;126200.0;172748.0;168.86412512218965
30670;thumbulator;ARMV6-M;banker_algorithm;int8_t;164;2.968303333333333;34.4;215.0;30.0;306287.41;1122.0;0.03;8904.91;17015.97;493.0;245.0;38.0;16.0;84.0;59.0;78.0;66.0;73.0;122.0;103.0;30.0;53.0;14.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;440;54952.0;73940.0;168.04545454545453
30671;thumbulator;ARMV6-M;banker_algorithm;int8_t;720;1.3771066666666665;27.42;122.0;30.0;113272.63;570.0;0.04;4131.32;6292.92;223.0;152.0;38.0;16.0;126.0;35.0;99.0;93.0;64.0;74.0;80.0;62.0;82.0;124.0;121.0;29.0;64.0;0.0;0.0;2.0;0.0;3.0;0.0;164;16438.0;22736.0;138.6341463414634
30672;thumbulator;ARMV6-M;banker_algorithm;int8_t;833;8.475683333333333;81.39;270.0;30.0;2069479.33;3090.0;0.01;25427.05;114971.07;1465.0;300.0;38.0;16.0;57.0;85.0;50.0;120.0;124.0;49.0;27.0;31.0;50.0;79.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1432;175972.0;240860.0;168.19832402234636
30673;thumbulator;ARMV6-M;banker_algorithm;int8_t;90;9.068156666666667;87.33;270.0;30.0;2375857.45;3306.0;0.01;27204.47;131992.08;1572.0;300.0;38.0;16.0;62.0;84.0;45.0;26.0;93.0;27.0;12.0;67.0;85.0;60.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1532;209388.0;279336.0;182.33420365535247
30674;thumbulator;ARMV6-M;banker_algorithm;int8_t;954;9.682576666666666;93.5;270.0;30.0;2715962.75;3530.0;0.01;29047.73;150886.82;1683.0;300.0;38.0;16.0;46.0;13.0;77.0;84.0;52.0;36.0;95.0;35.0;24.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1635;218066.0;293264.0;179.36636085626913
30675;thumbulator;ARMV6-M;banker_algorithm;int8_t;483;8.475683333333333;81.39;270.0;30.0;2069479.33;3090.0;0.01;25427.05;114971.07;1465.0;300.0;38.0;16.0;25.0;102.0;119.0;126.0;72.0;106.0;117.0;89.0;71.0;73.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1424;175972.0;240860.0;169.1432584269663
30676;thumbulator;ARMV6-M;banker_algorithm;int8_t;990;8.465743333333334;82.0;268.0;30.0;2082478.15;3090.0;0.01;25397.23;115693.23;1465.0;298.0;38.0;16.0;107.0;25.0;77.0;42.0;10.0;46.0;121.0;124.0;69.0;79.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1415;175972.0;240860.0;170.2190812720848
30677;thumbulator;ARMV6-M;banker_algorithm;int8_t;113;5.821766666666666;56.25;264.0;30.0;982423.24;2130.0;0.02;17465.3;54579.07;990.0;294.0;38.0;16.0;119.0;68.0;57.0;116.0;77.0;31.0;91.0;33.0;37.0;109.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;952;126954.0;169393.0;177.93382352941177
30678;thumbulator;ARMV6-M;banker_algorithm;int8_t;878;6.302813333333333;61.19;264.0;30.0;1157067.88;2306.0;0.02;18908.44;64281.55;1077.0;294.0;38.0;16.0;77.0;93.0;45.0;29.0;117.0;105.0;122.0;10.0;11.0;12.0;14.0;15.0;16.0;0.0;0.0;2.0;0.0;3.0;0.0;1023;126200.0;172748.0;168.86412512218965
30679;thumbulator;ARMV6-M;banker_algorithm;int8_t;942;3.6980999999999997;37.81;244.0;30.0;419446.53;1370.0;0.03;11094.3;23302.59;615.0;274.0;38.0;16.0;21.0;50.0;57.0;89.0;82.0;95.0;59.0;84.0;109.0;54.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;564;64718.0;89456.0;158.60992907801418
30680;thumbulator;ARMV6-M;banker_algorithm;int8_t;126;7.891223333333333;76.52;267.0;30.0;1811434.57;2882.0;0.01;23673.67;100635.25;1362.0;297.0;38.0;16.0;85.0;97.0;64.0;86.0;34.0;121.0;77.0;126.0;35.0;49.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1311;179630.0;239648.0;182.79786422578184
30681;thumbulator;ARMV6-M;banker_algorithm;int8_t;666;8.475683333333333;81.39;270.0;30.0;2069479.33;3090.0;0.01;25427.05;114971.07;1465.0;300.0;38.0;16.0;15.0;91.0;13.0;65.0;67.0;42.0;100.0;117.0;77.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1415;175972.0;240860.0;170.2190812720848
30682;thumbulator;ARMV6-M;banker_algorithm;int8_t;960;1.80304;29.7;150.0;30.0;160650.8;722.0;0.03;5409.12;8925.04;297.0;180.0;38.0;16.0;84.0;120.0;93.0;43.0;71.0;81.0;110.0;86.0;101.0;84.0;11.0;58.0;79.0;0.0;0.0;2.0;0.0;3.0;0.0;248;28220.0;37988.0;153.17741935483872
30683;thumbulator;ARMV6-M;banker_algorithm;int8_t;783;7.3435999999999995;70.96;267.0;30.0;1563196.93;2682.0;0.01;22030.8;86844.27;1263.0;297.0;38.0;16.0;35.0;74.0;50.0;57.0;49.0;36.0;32.0;26.0;48.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1220;160422.0;215760.0;176.85245901639345
30684;thumbulator;ARMV6-M;banker_algorithm;int8_t;735;8.475683333333333;81.39;270.0;30.0;2069479.33;3090.0;0.01;25427.05;114971.07;1465.0;300.0;38.0;16.0;72.0;125.0;119.0;85.0;95.0;125.0;65.0;48.0;113.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1432;175972.0;240860.0;168.19832402234636
30685;thumbulator;ARMV6-M;banker_algorithm;int8_t;439;2.0638400000000003;30.0;170.0;30.0;185745.71;810.0;0.03;6191.52;10319.21;340.0;200.0;38.0;16.0;25.0;100.0;33.0;89.0;32.0;116.0;60.0;93.0;33.0;97.0;38.0;32.0;18.0;0.0;0.0;2.0;0.0;3.0;0.0;275;34922.0;46710.0;169.85454545454544
30686;thumbulator;ARMV6-M;banker_algorithm;int8_t;860;7.891223333333333;76.52;267.0;30.0;1811434.57;2882.0;0.01;23673.67;100635.25;1362.0;297.0;38.0;16.0;63.0;59.0;43.0;105.0;80.0;19.0;104.0;24.0;30.0;78.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1320;179630.0;239648.0;181.55151515151516
30687;thumbulator;ARMV6-M;banker_algorithm;int8_t;18;8.475683333333333;81.39;270.0;30.0;2069479.33;3090.0;0.01;25427.05;114971.07;1465.0;300.0;38.0;16.0;31.0;117.0;46.0;67.0;72.0;83.0;56.0;72.0;50.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1415;175972.0;240860.0;170.2190812720848
30688;thumbulator;ARMV6-M;banker_algorithm;int8_t;173;1.59632;26.51;146.0;30.0;126940.11;642.0;0.04;4788.96;7052.23;258.0;176.0;38.0;16.0;38.0;116.0;112.0;39.0;121.0;12.0;95.0;89.0;66.0;70.0;93.0;47.0;120.0;0.0;0.0;2.0;0.0;3.0;0.0;191;22188.0;30126.0;157.72774869109946
30689;thumbulator;ARMV6-M;banker_algorithm;int8_t;454;6.299036666666667;61.43;263.0;30.0;1160771.11;2306.0;0.02;18897.11;64487.28;1077.0;293.0;38.0;16.0;123.0;92.0;67.0;36.0;74.0;109.0;69.0;122.0;123.0;68.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1080;126200.0;172748.0;159.95185185185184
30690;thumbulator;ARMV6-M;banker_algorithm;int8_t;176;4.916383333333333;47.59;261.0;30.0;701855.88;1802.0;0.02;14749.15;38991.99;828.0;291.0;38.0;16.0;117.0;73.0;46.0;88.0;86.0;51.0;125.0;50.0;22.0;17.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;812;103314.0;138102.0;170.07635467980296
30691;thumbulator;ARMV6-M;banker_algorithm;int8_t;698;2.331773333333333;32.07;181.0;30.0;224352.53;906.0;0.03;6995.32;12464.03;387.0;211.0;38.0;16.0;37.0;53.0;67.0;124.0;116.0;103.0;46.0;93.0;26.0;86.0;11.0;50.0;127.0;0.0;0.0;2.0;0.0;3.0;0.0;332;40482.0;54480.0;164.09638554216866
30692;thumbulator;ARMV6-M;banker_algorithm;int8_t;869;8.475683333333333;81.39;270.0;30.0;2069479.33;3090.0;0.01;25427.05;114971.07;1465.0;300.0;38.0;16.0;93.0;42.0;53.0;11.0;39.0;60.0;10.0;87.0;10.0;11.0;13.0;14.0;15.0;0.0;0.0;2.0;0.0;3.0;0.0;1415;175972.0;240860.0;170.2190812720848
30693;thumbulator;ARMV6-M;banker_algorithm;int8_t;697;3.688413333333333;38.44;240.0;30.0;425320.06;1370.0;0.03;11065.24;23628.89;615.0;270.0;38.0;16.0;73.0;52.0;95.0;49.0;55.0;33.0;124.0;24.0;44.0;63.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;555;64718.0;89456.0;161.18198198198198
30694;thumbulator;ARMV6-M;banker_algorithm;int8_t;509;3.68105;38.92;237.0;30.0;429844.26;1370.0;0.03;11043.15;23880.24;615.0;267.0;38.0;16.0;88.0;59.0;41.0;98.0;39.0;44.0;29.0;24.0;34.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;580;64718.0;89456.0;154.2344827586207
30695;thumbulator;ARMV6-M;banker_algorithm;int8_t;189;5.356146666666667;51.93;262.0;30.0;834393.39;1962.0;0.02;16068.44;46355.19;907.0;292.0;38.0;16.0;42.0;119.0;112.0;73.0;49.0;43.0;74.0;61.0;10.0;11.0;13.0;14.0;15.0;0.0;0.0;2.0;0.0;3.0;0.0;860;111610.0;150128.0;174.56744186046512
30696;thumbulator;ARMV6-M;banker_algorithm;int8_t;714;3.6785799999999997;39.09;236.0;30.0;431375.73;1370.0;0.03;11035.74;23965.32;615.0;266.0;38.0;16.0;57.0;12.0;93.0;42.0;117.0;108.0;62.0;57.0;12.0;58.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;555;64718.0;89456.0;161.18198198198198
30697;thumbulator;ARMV6-M;banker_algorithm;int8_t;270;9.682576666666666;93.5;270.0;30.0;2715962.75;3530.0;0.01;29047.73;150886.82;1683.0;300.0;38.0;16.0;95.0;21.0;101.0;15.0;65.0;42.0;33.0;11.0;100.0;10.0;12.0;13.0;14.0;0.0;0.0;2.0;0.0;3.0;0.0;1635;218066.0;293264.0;179.36636085626913
30698;thumbulator;ARMV6-M;banker_algorithm;int8_t;863;2.3519466666666666;30.39;191.0;30.0;214445.81;906.0;0.03;7055.84;11913.66;387.0;221.0;38.0;16.0;17.0;125.0;64.0;69.0;83.0;73.0;113.0;107.0;10.0;11.0;16.0;23.0;53.0;0.0;0.0;2.0;0.0;3.0;0.0;323;40482.0;54480.0;168.6687306501548
30699;thumbulator;ARMV6-M;banker_algorithm;int8_t;548;4.468266666666667;45.36;249.0;30.0;608061.12;1650.0;0.02;13404.8;33781.17;753.0;279.0;38.0;16.0;96.0;49.0;119.0;110.0;68.0;93.0;29.0;27.0;69.0;13.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;695;90516.0;121764.0;175.2
30700;thumbulator;ARMV6-M;banker_algorithm;int8_t;359;1.8125533333333332;28.74;155.0;30.0;156288.8;722.0;0.03;5437.66;8682.71;297.0;185.0;38.0;16.0;89.0;63.0;35.0;102.0;40.0;71.0;54.0;27.0;33.0;53.0;112.0;44.0;73.0;0.0;0.0;2.0;0.0;3.0;0.0;240;28220.0;37988.0;158.28333333333333
30701;thumbulator;ARMV6-M;banker_algorithm;int8_t;512;7.356563333333333;70.17;270.0;30.0;1548556.7;2682.0;0.01;22069.69;86030.93;1263.0;300.0;38.0;16.0;87.0;42.0;43.0;31.0;82.0;124.0;21.0;97.0;10.0;105.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;1228;160422.0;215760.0;175.70032573289902
30702;thumbulator;ARMV6-M;banker_algorithm;int8_t;656;0.7671433333333333;35.48;52.0;30.0;81656.64;362.0;0.03;2301.43;4536.48;123.0;82.0;38.0;16.0;10.0;98.0;105.0;36.0;128.0;64.0;118.0;124.0;25.0;121.0;100.0;32.0;80.0;0.0;0.0;2.0;0.0;3.0;0.0;51;4250.0;5888.0;115.45098039215686
30703;thumbulator;ARMV6-M;banker_algorithm;int8_t;684;5.35937;51.73;263.0;30.0;831721.39;1962.0;0.02;16078.11;46206.74;907.0;293.0;38.0;16.0;31.0;39.0;38.0;52.0;25.0;33.0;64.0;127.0;98.0;48.0;11.0;12.0;13.0;0.0;0.0;2.0;0.0;3.0;0.0;851;111610.0;150128.0;176.41363102232668
30704;thumbulator;ARMV6-M;banker_algorithm;int8_t;171;7.3435999999999995;70.96;267.0;30.0;1563196.93;2682.0;0.01;22030.8;86844.27;1263.0;297.0;38.0;16.0;25.0;82.0;53.0;39.0;113.0;37.0;100.0;41.0;10.0;11.0;13.0;14.0;15.0;0.0;0.0;2.0;0.0;3.0;0.0;1244;160422.0;215760.0;173.44051446945338
30705;thumbulator;ARMV6-M;banker_algorithm;int8_t;675;6.310333333333333;60.73;266.0;30.0;1149737.96;2306.0;0.02;18931.0;63874.33;1077.0;296.0;38.0;16.0;57.0;75.0;16.0;58.0;45.0;13.0;47.0;10.0;11.0;12.0;14.0;15.0;16.0;0.0;0.0;2.0;0.0;3.0;0.0;1023;126200.0;172748.0;168.86412512218965
